Probe Set ID	Gene Symbol	Gene Title
A_23_P68529	ITPA	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)
A_23_P58002	TCTA	T-cell leukemia translocation altered gene
A_23_P1145	MTPAP	mitochondrial poly(A) polymerase
A_23_P112596	ADK	adenosine kinase
A_23_P203191	APOA1	apolipoprotein A-I
A_23_P11390	VCY	variable charge, Y-linked
A_23_P108948	MREG	melanoregulin
A_33_P3531828	LARS	leucyl-tRNA synthetase
A_33_P3309491	PTPRU	protein tyrosine phosphatase, receptor type, U
A_24_P268786	MYNN	myoneurin
A_23_P206441	FANCA	Fanconi anemia, complementation group A
A_23_P205177	F10	coagulation factor X
A_23_P59718	SRI	sorcin
A_33_P3401262	KNCN	kinocilin
A_23_P110764	MYOT	myotilin
A_23_P135722	BTC	betacellulin
A_23_P98431	HMBS	hydroxymethylbilane synthase
A_23_P36905	MLNR	motilin receptor
A_24_P179611	TPR	translocated promoter region (to activated MET oncogene)
A_23_P104689	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
A_23_P301855	LSAMP	limbic system-associated membrane protein
A_33_P3402963	DPRX	divergent-paired related homeobox
A_33_P3418025	CTSO	cathepsin O
A_33_P3317670	CRP	C-reactive protein, pentraxin-related
A_23_P113393	APLN	apelin
A_23_P57658	HRASLS	HRAS-like suppressor
A_23_P60248	TXN	thioredoxin
A_23_P90732	PNKD	paroxysmal nonkinesigenic dyskinesia
A_23_P105138	CAT	catalase
A_23_P10591	METRNL	meteorin, glial cell differentiation regulator-like
A_33_P3320159	GSDMC	gasdermin C
A_23_P114883	FMOD	fibromodulin
A_23_P119102	VASP	vasodilator-stimulated phosphoprotein
A_24_P941988	SPAST	spastin
A_23_P144054	PRKCD	protein kinase C, delta
A_24_P224966	CLCNKB	chloride channel Kb
A_23_P212749	HTT	huntingtin
A_23_P208085	MBP	myelin basic protein
A_23_P142606	CRYGC	crystallin, gamma C
A_23_P8055	NRM	nurim (nuclear envelope membrane protein)
A_23_P69988	RARS	arginyl-tRNA synthetase
A_23_P34983	JTB	jumping translocation breakpoint
A_24_P125469	LIPG	lipase, endothelial
A_23_P126623	PGD	phosphogluconate dehydrogenase
A_23_P108699	FSHR	follicle stimulating hormone receptor
A_23_P213562	F2R	coagulation factor II (thrombin) receptor
A_33_P3283900	CTNS	cystinosis, nephropathic
A_33_P3323718	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
A_23_P10870	DOLK	dolichol kinase
A_23_P61031	ZBBX	zinc finger, B-box domain containing
A_23_P119102	VASP	vasodilator-stimulated phosphoprotein
A_33_P3321205	BEGAIN	brain-enriched guanylate kinase-associated homolog (rat)
A_23_P108699	FSHR	follicle stimulating hormone receptor
A_23_P96383	SRPX	sushi-repeat-containing protein, X-linked
A_23_P119562	CFD	complement factor D (adipsin)
A_24_P173124	FLCN	folliculin
A_23_P1981	INS	insulin
A_24_P270890	SPOP	speckle-type POZ protein
A_23_P101671	ATCAY	ataxia, cerebellar, Cayman type
A_23_P33433	MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)
A_33_P3249224	BAAT	bile acid Coenzyme A: amino acid N-acyltransferase (glycine N-choloyltransferase)
A_23_P10559	AATK	apoptosis-associated tyrosine kinase
A_23_P10291	CTSE	cathepsin E
A_33_P3405911	TSIX	XIST antisense RNA (non-protein coding)			
A_24_P237175	CST2	cystatin SA
A_23_P359245	MET	met proto-oncogene (hepatocyte growth factor receptor)
A_23_P76538	TESC	tescalcin
A_33_P3367899	FRAT1	frequently rearranged in advanced T-cell lymphomas
A_24_P416961	ARVCF	armadillo repeat gene deletes in velocardiofacial syndrome
A_33_P3383226	GP9	glycoprotein IX (platelet)
A_23_P104689	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
A_23_P105138	CAT	catalase
A_23_P47800	DIABLO	diablo homolog (Drosophila)
A_23_P103765	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide
A_33_P3330099	ARSD	arylsulfatase D
A_23_P371215	ICOS	inducible T-cell co-stimulator
A_24_P206343	MYO1G	myosin IG
A_33_P3862354	TRABD	TraB domain containing
A_23_P7965	PGC	progastricsin (pepsinogen C)
A_33_P3246438	LOC283922	pyruvate dehydrogenase phosphatase regulatory subunit pseudogene
A_23_P37598	NPTN	neuroplastin
A_23_P113701	PDGFA	platelet-derived growth factor alpha polypeptide
A_23_P105562	VWF	von Willebrand factor
A_24_P355493	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
A_23_P420281	PRKCB	protein kinase C, beta
A_23_P31273	AMPH	amphiphysin
A_23_P22444	CFP	complement factor properdin
A_23_P167227	HADH	hydroxyacyl-Coenzyme A dehydrogenase
A_23_P123596	GLDC	glycine dehydrogenase (decarboxylating)
A_23_P118002	UQCRC2	ubiquinol-cytochrome c reductase core protein II
A_23_P141005	AMFR	autocrine motility factor receptor
A_33_P3332145	RPN2	ribophorin II
A_33_P3397693	AGPS	alkylglycerone phosphate synthase
A_24_P175909	MARS	methionyl-tRNA synthetase
A_23_P436138	MAX	MYC associated factor X
A_23_P49376	CETP	cholesteryl ester transfer protein, plasma
A_32_P109572	HNRNPL	heterogeneous nuclear ribonucleoprotein L
A_24_P351283	MREG	melanoregulin
A_33_P3368750	PAQR5	progestin and adipoQ receptor family member V
A_23_P140342	FSCB	fibrous sheath CABYR binding protein
A_32_P109794	STYX	serine/threonine/tyrosine interacting protein
A_23_P10995	RBMS3	RNA binding motif, single stranded interacting protein
A_23_P113701	PDGFA	platelet-derived growth factor alpha polypeptide
A_33_P3305749	RARB	retinoic acid receptor, beta
A_23_P502142	FYN	FYN oncogene related to SRC, FGR, YES
A_33_P3419003	LOC100289258	similar to TRIMCyp			
A_23_P250347	CAMK4	calcium/calmodulin-dependent protein kinase IV
A_33_P3667484	LOC648740	ACTB pseudogene
A_23_P105138	CAT	catalase
A_24_P184732	PAPLN	papilin, proteoglycan-like sulfated glycoprotein
A_23_P40956	GHRL	ghrelin/obestatin prepropeptide
A_24_P690811	ASPDH	aspartate dehydrogenase domain containing
A_23_P74059	NPPA	natriuretic peptide precursor A
A_32_P78816	PSPH	phosphoserine phosphatase
A_23_P105066	ILK	integrin-linked kinase
A_23_P383258	GDA	guanine deaminase
A_23_P103110	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
A_23_P112061	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
A_23_P105138	CAT	catalase
A_24_P351304	IMMT	inner membrane protein, mitochondrial (mitofilin)
A_23_P200493	LBR	lamin B receptor
A_23_P117274	MIPEP	mitochondrial intermediate peptidase
A_24_P224727	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha
A_23_P113393	APLN	apelin
A_23_P117662	HDC	histidine decarboxylase
A_23_P167493	CARTPT	CART prepropeptide
A_33_P3420442	CCRK	cell cycle related kinase
A_23_P157513	MOS	v-mos Moloney murine sarcoma viral oncogene homolog
A_23_P254031	TTF1	transcription termination factor, RNA polymerase I
A_23_P258340	PPIA	peptidylprolyl isomerase A (cyclophilin A)
A_23_P101683	CLC	Charcot-Leyden crystal protein
A_32_P99100	PTPRK	protein tyrosine phosphatase, receptor type, K
A_23_P201035	GBA	glucosidase, beta; acid (includes glucosylceramidase)
A_24_P152649	LOC644189	similar to peroxisomal long-chain acyl-coA thioesterase
A_23_P54223	RABGGTA	Rab geranylgeranyltransferase, alpha subunit
A_33_P3294533	PRKCB	protein kinase C, beta
A_23_P53390	PTPRB	protein tyrosine phosphatase, receptor type, B
A_23_P366394	ZAK	sterile alpha motif and leucine zipper containing kinase AZK
A_33_P3360097	APRT	adenine phosphoribosyltransferase
A_24_P215240	ENKUR	enkurin, TRPC channel interacting protein
A_23_P101671	ATCAY	ataxia, cerebellar, Cayman type
A_33_P3354683	PIGS	phosphatidylinositol glycan anchor biosynthesis, class S
A_24_P7965	ESRRG	estrogen-related receptor gamma
A_33_P3245248	TERC	telomerase RNA component
A_23_P18824	POLS	polymerase (DNA directed) sigma
A_23_P104689	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
A_24_P3249	RARB	retinoic acid receptor, beta
A_23_P203558	HBB	hemoglobin, beta
A_24_P336551	BGLAP	bone gamma-carboxyglutamate (gla) protein
A_24_P347624	SNURF	SNRPN upstream reading frame
A_24_P67142	SON	SON DNA binding protein
A_33_P3398401	CRBN	cereblon
A_23_P102364	NGEF	neuronal guanine nucleotide exchange factor
A_23_P103361	LCK	lymphocyte-specific protein tyrosine kinase
A_23_P103110	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
A_23_P10995	RBMS3	RNA binding motif, single stranded interacting protein
A_23_P88873	GAN	gigaxonin
A_23_P114934	MAEL	maelstrom homolog (Drosophila)
A_23_P102731	SMOX	spermine oxidase
A_32_P141682	EVPLL	envoplakin-like
A_24_P62530	RHOU	ras homolog gene family, member U
A_23_P103349	OCLM	oculomedin
A_23_P110473	NAIP	NLR family, apoptosis inhibitory protein
A_23_P132760	TRH	thyrotropin-releasing hormone
A_23_P112596	ADK	adenosine kinase
A_23_P119295	ECSIT	ECSIT homolog (Drosophila)
A_23_P106906	PPL	periplakin
A_23_P374844	GAL	galanin prepropeptide
A_23_P7099	AGA	aspartylglucosaminidase
A_23_P45864	TNR	tenascin R (restrictin, janusin)
A_23_P59192	SNRPC	small nuclear ribonucleoprotein polypeptide C
A_33_P3256685	TTF2	transcription termination factor, RNA polymerase II
A_23_P122815	CALU	calumenin
A_23_P213102	PALLD	palladin, cytoskeletal associated protein
A_23_P170491	TRAIP	TRAF interacting protein
A_33_P3333955	MSLNL	mesothelin-like
A_33_P3380383	TIFAB	TRAF-interacting protein with forkhead-associated domain, family member B
A_24_P135579	LOC344382	similar to unr-interacting protein			
A_33_P3323959	RELN	reelin
A_23_P102286	LHCGR	luteinizing hormone/choriogonadotropin receptor
A_23_P214411	GLO1	glyoxalase I
A_23_P502142	FYN	FYN oncogene related to SRC, FGR, YES
A_23_P119040	GREB1L	growth regulation by estrogen in breast cancer-like
A_33_P3266419	GLTP	glycolipid transfer protein
A_23_P104689	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
A_33_P3245228	PLUNC	palate, lung and nasal epithelium associated
A_23_P334608	GUSB	glucuronidase, beta
A_23_P2884	PIGH	phosphatidylinositol glycan anchor biosynthesis, class H
A_23_P428382	AFTPH	aftiphilin
A_24_P345993	CANX	calnexin
A_33_P3252661	POTEA	POTE ankyrin domain family, member A
A_23_P103932	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
A_24_P38815	TPP1	tripeptidyl peptidase I
A_23_P121459	THPO	thrombopoietin
A_23_P397910	CBLC	Cas-Br-M (murine) ecotropic retroviral transforming sequence c
A_23_P101671	ATCAY	ataxia, cerebellar, Cayman type
A_24_P155502	INHBC	inhibin, beta C
A_24_P140204	PXK	PX domain containing serine/threonine kinase
A_23_P120227	LBH	limb bud and heart development homolog (mouse)
A_23_P19313	TBP	TATA box binding protein
A_33_P3216059	ASPN	asporin
A_23_P388331	BAGE	B melanoma antigen
A_23_P138938	PGR	progesterone receptor
A_33_P3294372	LOC100128881	similar to predicted protein
A_23_P110764	MYOT	myotilin
A_32_P39003	LOC100133050	glucuronidase, beta pseudogene
A_23_P45185	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)
A_23_P306223	ARX	aristaless related homeobox
A_23_P103720	AGMAT	agmatine ureohydrolase (agmatinase)
A_33_P3358898	SSC5D	scavenger receptor cysteine-rich glycoprotein
A_23_P120281	EDAR	ectodysplasin A receptor
A_33_P3298413	PPIH	peptidylprolyl isomerase H (cyclophilin H)
A_23_P115202	CRNN	cornulin
A_33_P3356502	RALB	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)
A_23_P28886	PCNA	proliferating cell nuclear antigen
A_24_P128233	SCN5A	sodium channel, voltage-gated, type V, alpha subunit
A_23_P8981	STAR	steroidogenic acute regulatory protein
A_33_P3275878	SFTPB	surfactant protein B
A_33_P3238785	ASFMR1	antisense fragile X mental retardation protein
A_33_P3244026	MAVS	mitochondrial antiviral signaling protein
A_23_P210708	SIRPA	signal-regulatory protein alpha
A_23_P218654	ZGPAT	zinc finger, CCCH-type with G patch domain
A_23_P151294	IFNG	interferon, gamma
A_23_P258698	MANBA	mannosidase, beta A, lysosomal
A_23_P40956	GHRL	ghrelin/obestatin prepropeptide
A_24_P216421	DTNB	dystrobrevin, beta
A_33_P3405500	SACS	spastic ataxia of Charlevoix-Saguenay (sacsin)
A_23_P110802	CENPH	centromere protein H
A_23_P108376	THADA	thyroid adenoma associated
A_32_P14762	OOEP	oocyte expressed protein homolog (dog)
A_32_P107029	NAPSA	napsin A aspartic peptidase
A_23_P30655	NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon
A_23_P203191	APOA1	apolipoprotein A-I
A_23_P101671	ATCAY	ataxia, cerebellar, Cayman type
A_23_P60283	XPA	xeroderma pigmentosum, complementation group A
A_24_P231026	SCN8A	sodium channel, voltage gated, type VIII, alpha subunit
A_33_P3403044	MAT2A	methionine adenosyltransferase II, alpha
A_33_P3210857	LOC646160	similar to cytochrome c oxidase subunit VIIIc			
A_24_P273157	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
A_23_P115202	CRNN	cornulin
A_33_P3226678	EVPLL	envoplakin-like
A_23_P127948	ADM	adrenomedullin
A_23_P98085	PTEN	phosphatase and tensin homolog
A_33_P3305758	CAPG	capping protein (actin filament), gelsolin-like
A_33_P3391419	SOBP	sine oculis binding protein homolog (Drosophila)
A_23_P205611	GMFB	glia maturation factor, beta
A_33_P3209346	IARS	isoleucyl-tRNA synthetase
A_33_P3284925	VLDLR	very low density lipoprotein receptor
A_33_P3228266	CST3	cystatin C
A_23_P201996	WAC	WW domain containing adaptor with coiled-coil
A_23_P396626	SYNRG	synergin, gamma
A_33_P3236993	ARVCF	armadillo repeat gene deletes in velocardiofacial syndrome
A_23_P257803	DMGDH	dimethylglycine dehydrogenase
A_23_P98431	HMBS	hydroxymethylbilane synthase
A_32_P416161	XKRX	XK, Kell blood group complex subunit-related, X-linked
A_23_P254702	DEK	DEK oncogene
A_33_P3510335	HSN2	hereditary sensory neuropathy, type II
A_33_P3212860	AMTN	amelotin
A_23_P21363	AHNAK	AHNAK nucleoprotein
A_33_P3392087	IDUA	iduronidase, alpha-L-
A_24_P104119	RHOF	ras homolog gene family, member F (in filopodia)
A_32_P184394	TFEC	transcription factor EC
A_23_P115161	DARC	Duffy blood group, chemokine receptor
A_33_P3314468	IMMT	inner membrane protein, mitochondrial (mitofilin)
A_24_P371628	ANKH	ankylosis, progressive homolog (mouse)
A_33_P3327771	SYT2	synaptotagmin II
A_33_P3387931	CENPP	centromere protein P
A_24_P115651	ENKUR	enkurin, TRPC channel interacting protein
A_23_P100602	TBCD	tubulin folding cofactor D
A_23_P101683	CLC	Charcot-Leyden crystal protein
A_33_P3211238	VWCE	von Willebrand factor C and EGF domains
A_24_P141214	STOM	stomatin
A_23_P114155	GPKOW	G patch domain and KOW motifs
A_23_P23029	BSND	Bartter syndrome, infantile, with sensorineural deafness (Barttin)
A_24_P224488	MAPT	microtubule-associated protein tau
A_23_P100602	TBCD	tubulin folding cofactor D
A_24_P167984	ATMIN	ATM interactor
A_23_P204579	TDG	thymine-DNA glycosylase
A_23_P161022	SNAPIN	SNAP-associated protein
A_23_P48740	DIO2	deiodinase, iodothyronine, type II
A_33_P3223338	PARVG	parvin, gamma
A_23_P252062	PPARG	peroxisome proliferator-activated receptor gamma
A_33_P3398862	RHOB	ras homolog gene family, member B
A_33_P3255949	TYMP	thymidine phosphorylase
A_23_P432573	MRGPRF	MAS-related GPR, member F
A_24_P241815	JUNB	jun B proto-oncogene
A_33_P3220837	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)
A_23_P89460	AATF	apoptosis antagonizing transcription factor
A_23_P118061	CKLF	chemokine-like factor
A_24_P56240	CPNE8	copine VIII
A_23_P301942	NPPC	natriuretic peptide precursor C
A_23_P12405	ESPN	espin
A_23_P38618	PIGL	phosphatidylinositol glycan anchor biosynthesis, class L
A_24_P47182	VCL	vinculin
A_23_P101131	GRP	gastrin-releasing peptide
A_33_P3369190	PAM	peptidylglycine alpha-amidating monooxygenase
A_33_P3318861	DYTN	dystrotelin
A_23_P66593	GFAP	glial fibrillary acidic protein
A_33_P3249768	DGKK	diacylglycerol kinase, kappa
A_23_P88963	ALDOA	aldolase A, fructose-bisphosphate
A_33_P3359413	SGTA	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha
A_33_P3387155	LOC374443	CLR pseudogene
A_24_P65616	PVR	poliovirus receptor
A_23_P92467	QRFPR	pyroglutamylated RFamide peptide receptor
A_23_P259172	SSR4	signal sequence receptor, delta (translocon-associated protein delta)
A_23_P103361	LCK	lymphocyte-specific protein tyrosine kinase
A_33_P3322870	SYT9	synaptotagmin IX
A_23_P110473	NAIP	NLR family, apoptosis inhibitory protein
A_33_P3369239	QKI	quaking homolog, KH domain RNA binding (mouse)
A_23_P122216	LOX	lysyl oxidase
A_23_P102172	CPO	carboxypeptidase O
A_23_P144054	PRKCD	protein kinase C, delta
A_23_P113184	FTO	fat mass and obesity associated
A_23_P103110	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
A_24_P348828	PRNT	prion protein (testis specific)
A_23_P12053	SPEN	spen homolog, transcriptional regulator (Drosophila)
A_23_P87036	APOA4	apolipoprotein A-IV
A_23_P154235	NMI	N-myc (and STAT) interactor
A_33_P3335022	LOC400986	protein immuno-reactive with anti-PTH polyclonal antibodies			
A_23_P218505	LHB	luteinizing hormone beta polypeptide
A_23_P110288	GSTCD	glutathione S-transferase, C-terminal domain containing
A_24_P88696	SCG2	secretogranin II (chromogranin C)
A_23_P52974	GIF	gastric intrinsic factor (vitamin B synthesis)
A_24_P172990	AARS	alanyl-tRNA synthetase
A_23_P216622	FKTN	fukutin
A_23_P203658	PICALM	phosphatidylinositol binding clathrin assembly protein
A_23_P70328	CENPQ	centromere protein Q
A_23_P303286	RPTN	repetin
A_23_P70213	APC	adenomatous polyposis coli
A_23_P87964	ESD	esterase D/formylglutathione hydrolase
A_23_P85777	GNPAT	glyceronephosphate O-acyltransferase
A_23_P417261	EFHB	EF-hand domain family, member B
A_33_P3222109	XG	Xg blood group
A_23_P102364	NGEF	neuronal guanine nucleotide exchange factor
A_32_P352358	LOC650293	seven transmembrane helix receptor
A_24_P251534	CTDSPL	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like
A_23_P120281	EDAR	ectodysplasin A receptor
A_33_P3272593	CTPS2	CTP synthase II
A_23_P110802	CENPH	centromere protein H
A_33_P3283480	CTSC	cathepsin C
A_33_P3276833	EYS	eyes shut homolog (Drosophila)
A_33_P3340205	DDTL	D-dopachrome tautomerase-like
A_23_P86943	SRPR	signal recognition particle receptor (docking protein)
A_23_P161659	SYT13	synaptotagmin XIII
A_23_P10995	RBMS3	RNA binding motif, single stranded interacting protein
A_23_P151294	IFNG	interferon, gamma
A_23_P44274	FGA	fibrinogen alpha chain
A_24_P27229	CSAD	cysteine sulfinic acid decarboxylase
A_23_P142322	CIRBP	cold inducible RNA binding protein
A_23_P99424	TPP2	tripeptidyl peptidase II
A_24_P282578	SSR2	signal sequence receptor, beta (translocon-associated protein beta)
A_33_P3500167	ACAN	aggrecan
A_33_P3379377	MARS	methionyl-tRNA synthetase
A_23_P6413	SELM	selenoprotein M
A_33_P3415280	CABYR	calcium binding tyrosine-(Y)-phosphorylation regulated
A_23_P110851	TERT	telomerase reverse transcriptase
A_33_P3279920	TARDBP	TAR DNA binding protein
A_24_P98914	PFKM	phosphofructokinase, muscle
A_23_P92994	MFF	mitochondrial fission factor
A_33_P3300267	VIT	vitrin
A_23_P101671	ATCAY	ataxia, cerebellar, Cayman type
A_23_P365719	TAPBP	TAP binding protein (tapasin)
A_24_P276576	FCRLA	Fc receptor-like A
A_33_P3279381	LOC100131203	similar to serine/threonine-protein kinase, putative			
A_23_P112296	DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)
A_23_P328545	GABRP	gamma-aminobutyric acid (GABA) A receptor, pi
A_23_P250813	WRN	Werner syndrome, RecQ helicase-like
A_23_P105562	VWF	von Willebrand factor
A_33_P3296582	ARSJ	arylsulfatase family, member J
A_23_P121356	BBX	bobby sox homolog (Drosophila)
A_23_P317667	ICOSLG	inducible T-cell co-stimulator ligand
A_33_P3330323	MGA	MAX gene associated
A_23_P22761	SHOX	short stature homeobox
A_33_P3256232	MIIP	migration and invasion inhibitory protein
A_33_P3396181	LOC100124692	maltase-glucoamylase-like pseudogene
A_23_P123596	GLDC	glycine dehydrogenase (decarboxylating)
A_23_P55917	SYT3	synaptotagmin III
A_24_P664939	CNBP	CCHC-type zinc finger, nucleic acid binding protein
A_23_P105562	VWF	von Willebrand factor
A_23_P32903	OCRL	oculocerebrorenal syndrome of Lowe
A_23_P502609	PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q
